URL Targeting for Test,pageview,10742881837,Inactive,,
Smart Banner Fox.com,pageview,9862980405,Inactive,,
URL Targeting for Mobile Web Menu - SB - App Download Banner,pageview,9967758814,Inactive,,
Any FOX.com URL,pageview,10561463442,Inactive,,
All Global Pages,pageview,10570087013,Inactive,,
URL Targeting for Homepage Redesign #4 -- FoxAwesome,pageview,10878601326,Inactive,,
Fox - Hero Removal WC,pageview,10890310354,Inactive,,
Lucifer Detail Page,pageview,8666237892,Inactive,,
Forgot Password,pageview,8843650137,Inactive,,
All Pages,pageview,9034032619,Active,,
URL Targeting for Not Signed In Audience test,pageview,17252852868,Inactive,,
Watch Page View from Homepage,pageview,17254910057,Active,,
URL Targeting for Technical Difficulties Banner,pageview,17270243770,Inactive,,
URL Targeting for [OPT-293] Super Bowl Create Profile Banners,pageview,17274015964,Inactive,,
Section Landing Pages,pageview,17433361180,Active,,
Watch Page View from Entertainment LP,pageview,17466701451,Active,,
Watch Page View from News LP,pageview,17471972399,Active,,
Live Page View from Homepage,pageview,17472702712,Active,,
Live Page View from Sports LP,pageview,17475702426,Active,,
Live Page View from News,pageview,17478222588,Active,,
URL Targeting for [OPT-272] Dish-Sling Pre-Drop Campaign,pageview,15596520681,Inactive,,
URL Targeting for [OPT-273] Dish-Sling Drop Campaign,pageview,15606361044,Inactive,,
URL Targeting for Test dpp screens with new categories,pageview,15651580595,Inactive,,
URL Targeting for [OPT-276] Verizon O&O Drop Campaign,pageview,15714160430,Inactive,,
URL Targeting for Live TV and Schedule,pageview,14705170060,Inactive,,
URL Targeting for .99c Nation Promo,pageview,14740300051,Inactive,,
URL Targeting for TMT-372 Post-Release Regression QA,pageview,15324970305,Inactive,,
Spin The Wheel Show Page,pageview,15595380719,Inactive,,
URL Targeting for [OPT-275] Verizon O&O Pre-Drop Campaign,pageview,15723940345,Inactive,,
URL Targeting for [OPT-276] Verizon FIOS Drop Campaign,pageview,15727990579,Inactive,,
All Global Pages,pageview,10570087013,Inactive,,
New Girl Shows Page Visits,pageview,10719393936,Inactive,,
URL Targeting for Test,pageview,10742881837,Inactive,,
Fox - Hero Removal WC,pageview,10890310354,Inactive,,
So You Think You Can Dance - Series Page,pageview,11313743872,Inactive,,
URL Targeting for looking around,pageview,11935010654,Inactive,,
URL Targeting for SECOND DUPLICATE FOR TESTING: SHOW: 404 Page Content,pageview,17772631881,Inactive,,
URL Targeting for Crystal Testing,pageview,11820303623,Inactive,,
URL Targeting for Add Jquery Fix,pageview,11469971513,Inactive,,
URL Targeting for ASO - SB - StoreMaven iOS Download Banner Test #6,pageview,11416724528,Inactive,,
URL Targeting for Testing Pop-up,pageview,11715127182,Inactive,,
All Player Pages,pageview,11481220643,Inactive,,
Homepage Simple Match,pageview,17155080856,Active,,
MVPD TEST Conditional Page,pageview,16921323406,Active,,
URL Targeting for Craig's Draft Experiment,pageview,14205620066,Inactive,,
URL Targeting for Add Content Paragraphs,pageview,14168410304,Inactive,,
URL Targeting for TEST [OPT-278] -  Move CTA Above the Fold on Series Pages - The Masked Singer,pageview,16778980404,Inactive,,
URL Targeting for TEST [OPT-278] -  Move CTA Above the Fold on Series Pages - 911,pageview,16778970635,Inactive,,
URL Targeting for Alternate Search function on MVPD Modal,pageview,16902501568,Inactive,,
Show Pages ( if page has - in title),pageview,16883812344,Inactive,,
URL Targeting for [OPT-278] Move CTA Above the Fold on Series Pages - Almost Family,pageview,16767290286,Inactive,,
URL Targeting for [OPT 278] - CTA Above the Fold on Series Pages,pageview,16757380050,Inactive,,
URL Targeting for [OPT-278] Move CTA Above the Fold on Series Pages - Bless the Harts,pageview,16775020566,Inactive,,
URL Targeting for UNIQUE TEST NAME,pageview,16773040274,Inactive,,
URL Targeting for Testing Networks Nav Bar,pageview,14459870105,Inactive,,
URL Targeting for Networks Nav Bar,pageview,14455720180,Inactive,,
URL Targeting for DUPLICATE FOR TESTING: SHOW: 404 Page Content,pageview,17758870689,Inactive,,
Homepage w/ 16:9 Collection Hover: Upcoming,pageview,17759071009,Active,,
URL Targeting for SHOW: 404 Page Content,pageview,17649740057,Inactive,,
Homepage w/ Any 16:9 Thumbnail Hover,pageview,17692540520,Active,,
Sports Section Landing Page,pageview,17571220686,Active,,
Live TV Section Landing Page,pageview,17579150549,Active,,
Homepage w/ 16:9 Collection Hover: 9-1-1,pageview,17739172283,Active,,
Homepage w/ 16:9 Collection Hover: Live Now,pageview,17742392495,Active,,
Homepage w/ 16:9 Collection Hover: Prodigal Son,pageview,17712511749,Active,,
Homepage w/ 16:9 Collection Hover: Recommended,pageview,17726203179,Active,,
Series Page: Bless The Hearts TEST,pageview,16629030414,Inactive,,
URL Targeting for MARCRE-170 [Video Tile Icons] at 100%,pageview,16653390572,Inactive,,
URL Targeting for 9-1-1 CTA Experiment #1,pageview,16604530035,Inactive,,
URL Targeting for The Resident CTA Experiment #1,pageview,16625510048,Inactive,,
URL Targeting for GUILD:  authentication_state Targeting QA,pageview,16537950518,Inactive,,
URL Targeting for (ZR) Authenticated Users Targeting,pageview,16569680184,Inactive,,
URL Targeting for MARCRE-169 The Masked Singer Experiment #1(mobile),pageview,16366530261,Inactive,,
URL Targeting for CPEWEB-16 - Content Density - Showcase Update,pageview,16397630285,Inactive,,
URL Targeting for MARCRE-170 The Masked Singer Experiment #2 [Video Tile Icons],pageview,16294980284,Inactive,,
URL Targeting for MARCRE-171 The Masked Singer Experiment # 3 [Favorites],pageview,16336080622,Inactive,,
URL Targeting for Shows Page New Girl Banner,pageview,10708180173,Inactive,,
URL Targeting for SB_Test_UAT,pageview,10742721329,Inactive,,
URL Targeting for Homepage Redesign #4 -- FoxAwesome,pageview,10878601326,Inactive,,
URL Targeting for Series Detail Empty Space Removal,pageview,11070856011,Inactive,,
Fox.com Smart Banner (NEW),pageview,11399113524,Inactive,,
Detail Page View from Homepage  (Keep Exclusions Up-To-Date),pageview,17531630004,Active,,
Detail Page View from News LP (Keep Exclusions Up-To-Date),pageview,17521870025,Active,,
Detail Page View from Sports LP  (Keep Exclusions Up-To-Date),pageview,17521870024,Active,,
Live Page View from Entertainment LP,pageview,17509241604,Active,,
Detail Page View from Entertainment LP (Keep Exclusions Up-To-Date),pageview,17502830017,Active,,
Watch Page View from Section Landing Page,pageview,17499441492,Inactive,,
URL Targeting for SB Minus Mode,pageview,17487680366,Inactive,,
Watch Page View from Sports LP,pageview,17480392599,Active,,
Entertainment Section Landing Page,pageview,17553580488,Active,,
News Section Landing Page,pageview,17546520709,Active,,
URL Targeting for MARCRE-169 The Masked Singer Experiment #1,pageview,16262871062,Inactive,,
URL Targeting for Add CTA test,pageview,16176010258,Inactive,,
Entertainment Section Pages,pageview,15906750371,Inactive,,
URL Targeting for CPE Optimization Training: Example Experiment,pageview,15886040022,Inactive,,
URL Targeting for Watch Live CTA,pageview,15840270476,Inactive,,
URL Targeting for [OPT-275] Verizon FIOS Pre-Drop Campaign,pageview,15729690573,Inactive,,
URL Targeting for Copy of FOX.com Metrics QA,pageview,16160600024,Inactive,,
URL Targeting for FOX.com Metrics QA,pageview,16030670078,Inactive,,
Sports Section Pages,pageview,15960970402,Inactive,,
All Pages EXCEPT Entertainment Section Pages,pageview,15943610881,Inactive,,
Project Name:,FOX NOW Web (Staging),,,,
Project Platform:,web,,,,
Project ID:,2367840277,,,,
Event Name,Event Type,Event ID,Event Status,,
Clicked Header CTA,click,14740300016,Inactive,,
Clicked Special Events Link,click,14732100775,Inactive,,
Video Playback Started,custom,17489830157,Active,,
16:9 Thumbnail Click,click,17452850577,Active,,
URL Targeting for Gate Homepage Redesign Staging,pageview,11381230223,Inactive,,
URL Targeting for Video Player Header Spacing,pageview,11722251126,Inactive,,
URL Targeting for Networks Bar,pageview,14386940196,Inactive,,
URL Targeting for .99c Promo,pageview,14728510014,Inactive,,
call back activation,pageview,10884351295,Inactive,,
URL Targeting for Testing FX+ LP Staging,pageview,11083634270,Inactive,,
FX+ LP Staging,pageview,11109166513,Inactive,,
URL Targeting for Override player ad profile,pageview,11379086138,Inactive,,
URL Targeting for Fake Nation Collection,pageview,15912811431,Inactive,,
URL Targeting for FOXD-525 Content Density Nation Section,pageview,16345870466,Inactive,,
Lethal Weapon,pageview,9262746845,Inactive,,
Staging Homepage,pageview,9190185463,Inactive,,
Homepage 2,pageview,9270633893,Inactive,,
Family Guy,pageview,9265734641,Inactive,,
(SB) Staging Homepage NEW,pageview,9436502244,Inactive,,
URL Targeting for FOX Homepage - SB - Reduce Height on FOX Presents,pageview,9425981029,Inactive,,
FOX Homepage,pageview,9583420052,Inactive,,
URL Targeting for ASO - StoreMaven iOS Download Banner - SB,pageview,9517750886,Inactive,,
URL Targeting for Mobile App Banner in Menu - SB - Mobile Web,pageview,9987078538,Inactive,,
Staging Show Page,pageview,9620081863,Inactive,,
Global Staging Page (App Menu) - SB,pageview,10037472726,Inactive,,
Mobile App Menu - Global Staging Page,pageview,10016132538,Inactive,,
URL Targeting for Test Experiment,pageview,10602782585,Inactive,,
URL Targeting for DCGWEB-2535 - Optimizely - Homepage Redesign - Contain Videos in Div/Content Block,pageview,10362995494,Inactive,,
URL Targeting for Fox Awesome QA,pageview,10676651243,Inactive,,
URL Targeting for Homepage Landing Variations - NG - Rough Test,pageview,10611205418,Inactive,,
URL Targeting for Audience_UAT_SB_v2_WatchBehavior,pageview,10744980644,Inactive,,
URL Targeting for Audience_UAT_SB,pageview,10730902946,Inactive,,
All pages,pageview,10876680834,Inactive,,
URL Targeting for Fox Awesome QA,pageview,10868080600,Inactive,,
Staging Landing Pages,pageview,17466500118,Active,,
URL Targeting for CPEWEB-16 - Content Density - Showcase Update,pageview,16537950261,Inactive,,
Project Name:,FOX NOW Web (Dev/QA),,,,
Project Platform:,web,,,,
Project ID:,2376850443,,,,
Event Name,Event Type,Event ID,Event Status,,
Video Playback Started,custom,17783593140,Active,,
16:9 Thumbnail Click,click,17445840831,Active,,
Video Content Playing,custom,17819090797,Active,,
Thumbnail Click,click,9262900433,Inactive,,
Fox Presents Item Clicks,click,9257010500,Inactive,,
Favorite Changed,custom,10654265039,Inactive,Delete,
Video Started,custom,10559824343,Inactive,,
Watch for first item in collection,click,10728801080,Inactive,,
Time to Click First Item,custom,10727711983,Inactive,Delete,
Sign Up Started,custom,11081060106,Inactive,Delete,
Time to Video Start,custom,10739200328,Inactive,Delete,
Banner Button Click,click,13580860152,Inactive,,
Banner X Click,click,13571950018,Inactive,,
URL Targeting for DUX-9 Content Density Nation Show Poster Collection,pageview,16230890872,Inactive,,
URL Targeting for MARCRE-170 The Masked Singer Experiment #2,pageview,16264681183,Inactive,,
URL Targeting for MARCRE-169 The Masked Singer Experiment #1 (mobile) v1,pageview,16374790103,Inactive,,
URL Targeting for Copy of MARCRE-169 The Masked Singer Experiment #1 (mobile) v2,pageview,16380860503,Inactive,,
URL Targeting for MARCRE-170 The Masked Singer Experiment #2 [Video Tile Icons],pageview,16396440573,Inactive,,
URL Targeting for MARCRE-171 The Masked Singer Experiment # 3 [Favorites],pageview,16396520058,Inactive,,
URL Targeting for MARCRE-169 The Masked Singer Experiment #1 (mobile) v3,pageview,16486370091,Inactive,,
The Resident & 911 Series Detail Pages,pageview,16559680391,Inactive,,
"QA ""Change Plan"" Page",pageview,16842634877,Inactive,,
URL Targeting for MVPD Search Bar on main provider page,pageview,16923910884,Inactive,,
URL Targeting for Time Conversion Test,pageview,10731970391,Inactive,,
URL Targeting for DCGWEB-3421 [Web] [Optimizely] Test new Carousel Arrows - Redesign,pageview,10734822829,Inactive,,
URL Targeting for UAT_SB_Audience_ViewingBehavior,pageview,10746520609,Inactive,,
URL Targeting for [DCGWEB-3423] Small Collection Header Title for Fox Awesome Layout,pageview,10759740866,Inactive,,
Delta QA All Pages,pageview,10561145982,Active,,
"URL Targeting for DCGWEB-2812 Hover Menu to ""Shows"" and ""Movies"" in the Top Nav",pageview,10572011884,Inactive,,
URL Targeting for Overlay Experiment Template,pageview,10676591841,Inactive,,
URL Targeting for Tine Conversion Integration Test,pageview,10731672743,Inactive,,
URL Targeting for Audience test,pageview,10814465010,Inactive,,
URL Targeting for SeriesLogo for First Collection FoxAwesome,pageview,10816210953,Inactive,,
Homepage QA Exact Match,pageview,9183143413,Inactive,,
Staging Homepage,pageview,9261467939,Inactive,,
URL Targeting for DCGWEB-2420 - Support A/B Testing Expanded Homepage Collections,pageview,10155031969,Inactive,,
URL Targeting for DCGWEB-2455 [Web] Support Ability to A/B Test Different Collection Configurations,pageview,10229360003,Inactive,,
URL Targeting for Shows Banner,pageview,10242224423,Inactive,,
URL Targeting for Sandbox,pageview,10450593891,Inactive,,
URL Targeting for DCGWEB-2791: Shows Page Banner Test,pageview,10437487117,Inactive,,
URL Targeting for Dynamic Website Test,pageview,10369442047,Inactive,,
URL Targeting for DCGWEB-2535 - Optimizely - Homepage Redesign - Contain Videos in Div/Content Block,pageview,10310897917,Inactive,,
URL Targeting for Homepage Redesign,pageview,10404973855,Inactive,,
URL Targeting for Homepage Redesign,pageview,10375248597,Inactive,,
URL Targeting for test for sara,pageview,16154660256,Inactive,,
URL Targeting for FOXD-525 Content Density Nation Section,pageview,16123460585,Inactive,,
URL Targeting for [Web] [Optimizely] Support A/B Testing Homepage Redesign - Collection Items Close Together,pageview,10488653103,Inactive,,
URL Targeting for Sandbox2,pageview,10457412290,Inactive,,
URL Targeting for SB_Test_Demo,pageview,10560408900,Inactive,,
URL Targeting for TMT-348 Page test name,pageview,15832190714,Inactive,,
URL Targeting for FOXD-557 - Content Density - Showcase Update,pageview,16079020593,Inactive,,
QA Entertainment Page,pageview,15920470042,Inactive,,
URL Targeting for Replace screens with new categories,pageview,15633810472,Inactive,,
URL Targeting for [OPT-272] Dish-Sling Pre-Drop Campaign,pageview,15590300675,Inactive,,
URL Targeting for Fake Nation Collection,pageview,15753960368,Inactive,,
URL Targeting for Optimizely Capabilities,pageview,15727010194,Inactive,,
URL Targeting for Watch Live CTA,pageview,15840250722,Inactive,,
URL Targeting for DCGWEB-2814 - Watch CTAs on Show Detail Pages,pageview,10524440778,Inactive,,
URL Targeting for TMT-372 Optimizely/Tealium holdEvents/sendEvents QA,pageview,15307280467,Inactive,,
URL Targeting for (OPT-269) FOX NOW bottom web banner,pageview,15526181326,Inactive,,
URL Targeting for Tongyoo Test,pageview,14735850046,Inactive,,
URL Targeting for TMT-344 - [Optimization] [Nation] Rollback Permanent Changes,pageview,15260570455,Inactive,,
URL Targeting for DCGWEB-5716 - [Nation] Fox News - Remove Age and Gender Fields in `Create Account`,pageview,13512850125,Inactive,,
URL Targeting for Networks Bar,pageview,14313070007,Inactive,,
URL Targeting for DCGWEB-5596 - [Optimizely] Direct Trigger to Index List,pageview,13255120381,Inactive,,
URL Targeting for DCGWEB-4833 [Optimizely] MVPD Index List Page,pageview,13256760123,Inactive,,
URL Targeting for Replace collections - HSR,pageview,12003850935,Inactive,,
URL Targeting for DCGWEB-5357 TV Provider Link on Sign Up Success Screen,pageview,12900770247,Inactive,,
Homepage,pageview,9256062123,Inactive,,
QA Delta Homepage,pageview,9267630399,Active,,
URL Targeting for DCGWEB-2421 - Support A/B Testing Show Key Art Icons,pageview,10164527206,Inactive,,
URL Targeting for New Users and Returning Users Banner on Shows,pageview,10237063184,Inactive,,
URL Targeting for DCGWEB-2534 - Optimizely - Homepage Redesign - Test Rotating Carousel,pageview,10276341916,Inactive,,
URL Targeting for [CPEOPT-356] Web Update: FYC 2020,pageview,17821301200,Inactive,,
URL Targeting for asdfasdf,pageview,17800130466,Inactive,,
QA Section Landing Pages,pageview,17467060949,Active,,
QA Watch Page from Homepage,pageview,17281672277,Inactive,,
QA News Landing Page,pageview,17143970691,Inactive,,
QA Watch Page from Entertainment Section Landing Page,pageview,17140242397,Inactive,,
QA Live Landing Page,pageview,17140150384,Inactive,,
QA Sports Landing Page,pageview,17126431516,Inactive,,
URL Targeting for [Guild Demo] Homepage Experiment,pageview,17903140559,Inactive,,
URL Targeting for Preview Pass Login Visible,pageview,11917520023,Inactive,,
URL Targeting for Header Spacing Fix for Video Player,pageview,11695831774,Inactive,,
URL Targeting for Sandbox Experiment,pageview,11322030771,Inactive,,
URL Targeting for Sandbox Experiment,pageview,11311824048,Inactive,,
URL Targeting for Button Test,pageview,11216174559,Inactive,,
"URL Targeting for DCGWEB-3369 [Web] [Optimizely] Authentication Display in Nav ""Sign in"" TV Provider/My Profile",pageview,10819214414,Inactive,,
URL Targeting for EW Testing,pageview,11608620211,Inactive,,
URL Targeting for HSR Test,pageview,11494301319,Inactive,,
URL Targeting for Gate Homepage Redesign,pageview,11343402374,Inactive,,
URL Targeting for testing moving collections,pageview,11342172529,Inactive,,
Project Name:,FOX NOW tvOS,,,,
Project Platform:,custom,,,,
Project ID:,8457836347,,,,
Event Name,Event Type,Event ID,Event Status,,
my_conversion,custom,8518946542,Inactive,Delete,
authentication_complete,custom,8466802366,Inactive,Delete,
video_started,custom,8551170623,Active,Delete,
Project Name:,FOX NOW Delta Android X (Dev & QA),,,,
Project Platform:,custom,,,,
